GENE	CD69-ITGAE-	CD69+ITGAE-	CD38-ENTPD1-	CD38+ENTPD1-	CD38+ENTPD1+
MSMO1	0.216230175	0.271270561	0.195681012	0.385861939	0.351065189
CPE	0	0.011247313	0.007973442	0.0090613	0.017703668
TLL1	0	0.005603938	0	0.005665901	0.000999679
SPOCK3	0	0	0	0	0.003693141
DDX60	0.342483922	0.42681493	0.348397422	0.459955461	0.492282538
DDX60L	0.418782275	0.404912618	0.353175023	0.330533687	0.334409407
PALLD	0.048407799	0.031324021	0.017957688	0.01426528	0.035636031
CBR4	0.079611095	0.072353296	0.042387333	0.07258873	0.082885484
SH3RF1	0.013844618	0.007705215	0.003437011	0	0
NEK1	0.320071807	0.382612987	0.433061348	0.428977509	0.440544868
CLCN3	0.224465356	0.222797398	0.214379313	0.263886797	0.257464261
HPF1	0.334809842	0.300802665	0.219784934	0.307769942	0.389299887
MFAP3L	0.013938437	0.003759654	0.008580958	0	0
AADAT	0.014109172	0.000624263	0	0	0
LINC01612	0	0	0	0	0
AC105285.1	0	0.007604835	0.012340032	0.003107281	0.005926099
GALNT7	0.065831801	0.128429617	0.118468872	0.124979234	0.125230432
HMGB2	1.679221981	2.024345211	1.976917545	2.281087896	2.470047148
AC097534.2	0.047483335	0.071224122	0.031066735	0.092563209	0.067443196
SAP30	0.098080441	0.283667471	0.2409827	0.377744525	0.409256406
FBXO8	0.259426277	0.224923049	0.221898788	0.238215899	0.2567217
CEP44	0.123965319	0.129983595	0.103031391	0.103761896	0.143060296
HPGD	0.181665403	0.193367688	0.664831462	0.949089372	1.372289173
GLRA3	0	0.001041571	0	0	0
ADAM29	0	0.008347268	0.003873238	0.006696212	0.001892394
GPM6A	0	0	0	0	0
WDR17	0	0.001862871	0	0.007705495	0
AC019163.1	0.047057395	0.024253154	0.024986848	0.053721438	0.050382202
SPCS3	0.906111008	1.043903253	1.14978686	1.153698883	1.190099514
VEGFC	0	0.001997821	0	0	0.0016511
NEIL3	0.080409391	0.015510553	0.022266838	0.016160601	0.014222448
AGA	0.369558461	0.336456287	0.3100676	0.305149456	0.29335926
AC078881.1	0.011041668	0.01423462	0.012926554	0.016440825	0.02317163
AC098864.1	0	0.000988847	0	0	0
TENM3	0	0	0	0	0
DCTD	0.639861639	0.481054206	0.483887758	0.572538544	0.610769796
WWC2-AS2	0	0.000566169	0	0	0
WWC2	0	0.0171663	0.010928058	0	0.00616859
CDKN2AIP	0.397613622	0.638821933	0.557794052	0.559013656	0.477735263
AC107214.1	0.024683847	0.020285005	0.016631788	0.021599241	0.012406447
ING2	0.143048712	0.256864497	0.250385855	0.262746843	0.15588404
RWDD4	0.484492153	0.405242939	0.421433395	0.446444715	0.506799742
TRAPPC11	0.15108012	0.133283896	0.13793648	0.099099428	0.165909095
STOX2	0	0.001576944	0	0	0
ENPP6	0.00874744	0.002862088	0	0.005425184	0.008810155
LINC02363	0	0.000862864	0	0	0
LINC02362	0	0.002040235	0	0.005400271	0.010768025
IRF2	0.907068045	0.817511806	0.722440178	0.852236363	0.875004499
LINC02427	0	0	0	0	0
CASP3	0.413355099	0.635628936	0.555837018	0.603762419	0.691560198
PRIMPOL	0.219793522	0.137101333	0.145773751	0.145705	0.168677141
CENPU	0.064116336	0.057321867	0.072844522	0.050228271	0.097444753
ACSL1	0.061487122	0.161906202	0.184080289	0.208998169	0.32893089
AC084871.2	0	0.002153843	0	0	0
MIR3945HG	0	0.010598647	0	0	0.011466369
LINC01093	0	0.003105441	0	0	0
SLC25A4	0.426132611	0.428006604	0.458507354	0.327982189	0.179003529
CFAP97	0.481686708	0.484316297	0.53344611	0.502232839	0.450627805
SNX25	0.062230221	0.044181936	0.034066543	0.038540438	0.028992849
LRP2BP	0.028975188	0.005468932	0.039884775	0.016236148	0.013320828
ANKRD37	0.410181127	0.762699502	0.604842313	0.747531913	0.738345192
UFSP2	0.347758553	0.380085364	0.278908879	0.360544594	0.330474536
C4orf47	0.025190468	0.007779227	0.00452629	0.013834452	0.003075861
CCDC110	0.011170161	0	0	0	0
AC106897.1	0	0.001435402	0	0.008696875	0.002711069
PDLIM3	0.042671413	0.011678712	0.031137333	0.006642553	0.016177324
SORBS2	0	0.005490586	0.004579755	0.010313642	0.001056093
TLR3	0.089440981	0.067817322	0.044598881	0.024616912	0.0253201
FAM149A	0.02428721	0.011030688	0.019870619	0.002327662	0.001209709
CYP4V2	0.164510769	0.399570814	0.321435492	0.346847134	0.362147527
KLKB1	0	0.00360484	0	0.002352006	0
FAT1	0.029719215	0.006473452	0.008577846	0.018143503	0.000792142
AC108865.1	0	0	0	0	0
AC108865.2	0	0	0	0	0
LINC01060	0	0	0	0	0
FRG1	0.55338367	0.638791904	0.598390314	0.695221602	0.718290904
PLEKHG4B	0	0.002578826	0.012516548	0	0.001908867
LRRC14B	0	0	0	0	0
CCDC127	0.147681774	0.158600218	0.172591303	0.210210365	0.205630261
SDHA	1.010006288	1.00967028	1.043372681	1.060696045	1.108346539
AC021087.1	0.010222447	0.003607142	0	0	0.010107797
PDCD6	1.259525477	1.054403144	1.062805877	1.214960463	1.326172689
AHRR	0.009666535	0.000903022	0.0080852	0	0.001809946
EXOC3-AS1	0.021529679	0.043731191	0.070519592	0.050101967	0.046655126
EXOC3	0.218118254	0.191131205	0.189073314	0.210921878	0.207986103
SLC9A3	0.115387624	0.130625937	0.094560464	0.098069667	0.131414118
CEP72	0.03210911	0.025185972	0.033409812	0.02943123	0.022641052
TPPP	0.022982742	0.039453485	0.182568713	0.042552113	0.037945993
ZDHHC11B	0	0.003205253	0	0	0.001214951
ZDHHC11	0	0.004532641	0.009532023	0	0.000868052
BRD9	0.303220841	0.334954214	0.42841604	0.354345279	0.364176439
TRIP13	0.038604285	0.022653979	0.094580619	0.025860946	0.037083766
AC116351.1	0	0	0	0.002269375	0
NKD2	0	0.002752544	0.007838666	0	0
SLC12A7	0.091686703	0.204533321	0.308011977	0.094332308	0.138320696
TERT	0	0	0	0	0
CLPTM1L	0.298662071	0.287280214	0.266395572	0.386437463	0.499141947
SLC6A3	0	0.006005535	0.002175342	0.016701591	0.025257593
LPCAT1	0.384986874	0.357811928	0.393372071	0.315479073	0.304493875
AC091849.2	0	0.001019386	0	0	0
AC026412.3	0	0	0	0	0.001728805
MRPL36	0.549495996	0.52607508	0.575913754	0.724144411	0.808372989
NDUFS6	1.1116268	1.035917585	1.089016981	1.231888968	1.335719305
IRX2	0	0.012273452	0.029197436	0.00549944	0.012469175
C5orf38	0.017864164	0.013117066	0.004592205	0.014524898	0.018806086
ADAMTS16	0	0	0	0	0
ICE1	0.347177958	0.362905826	0.346929449	0.370391563	0.398200235
MED10	0.989247706	1.061348187	1.059019247	0.994854621	0.983515755
UBE2QL1	0	0.001242584	0	0	0
LINC01018	0	0	0	0	0
NSUN2	0.313707974	0.32174944	0.283797079	0.360341319	0.421717365
SRD5A1	0.102922201	0.088906414	0.06937243	0.134499417	0.128949786
TENT4A	0.048620887	0.113470051	0.113853704	0.101514186	0.133162137
C5orf49	0	0.01548275	0	0.011194617	0.005811587
MTRR	0.24812801	0.265504352	0.304316473	0.314203107	0.284663145
FASTKD3	0.178865299	0.087733217	0.074441478	0.160268897	0.103182224
AC091965.1	0.009788108	0.005183368	0.006041543	0.012746329	0.007451397
MIR4458HG	0	0.022988904	0.034067277	0.031700013	0.039325565
SEMA5A	0	0.000769662	0.009428168	0	0.001883227
SNHG18	0	0.005148278	0	0.016050018	0.00516917
FAM173B	0.089081029	0.066691441	0.077476117	0.076511267	0.112493183
CCT5	0.660669513	0.814752607	0.874112255	0.855389454	1.011326547
CMBL	0.013972252	0.014040829	0.028455917	0.005074321	0.012474187
AC012640.2	0	0.009138348	0.00980392	0.023106661	0.014130152
6-Mar	0.45326132	0.606297687	0.635829769	0.623052889	0.606590274
ROPN1L	0	0.014032426	0.014220577	0.023034673	0
ANKRD33B	0	0.031314645	0.039460293	0.044376844	0.038840979
DAP	0.483744719	0.386126935	0.42039466	0.385415128	0.385174942
CTNND2	0	0	0	0.004109323	0
TRIO	0.030070558	0.048487423	0.029480168	0.020607914	0.013974173
OTULINL	0.557950707	0.57195202	0.506748941	0.572119043	0.592349597
AC010491.1	0	0.0170791	0.006475768	0.012344266	0.007162237
OTULIN	0.423388253	0.561038054	0.647745115	0.698219242	0.871614756
ANKH	0.37147762	0.393670081	0.365802694	0.332372228	0.337302291
FBXL7	0	0	0	0.011700792	0
ZNF622	0.393901267	0.455325711	0.447178256	0.450464752	0.469736051
RETREG1	0.058286291	0.149194482	0.243413836	0.247954295	0.405770481
AC022113.2	0	0.002083775	0.002786638	0.006848557	0.001516284
MYO10	0.009398367	0.003643207	0	0.006328251	0.005711184
BASP1	0.100668891	0.101470554	0.050386474	0.10096247	0.125269774
BASP1-AS1	0	0	0	0	0
LINC02100	0.035120038	0.004661072	0.003041038	0	0.010687947
LINC02241	0	0	0	0	0
C5orf17	0.036616128	0.02011454	0.013730173	0.022152719	0.066241854
LINC02228	0	0.003000901	0	0	0.002088479
LINC02211	0	0.000624942	0.003564438	0	0
AC008825.1	0	0.001500015	0	0	0.005599006
CDH6	0	0.001092699	0	0	0
DROSHA	0.194449873	0.125716387	0.080725946	0.153725911	0.169046024
C5orf22	0.244287835	0.167097691	0.145799637	0.168345699	0.164225892
PDZD2	0	0	0	0	0
AC025178.1	0	0.001474134	0	0	0.006557636
GOLPH3	0.556757689	0.830086745	0.798962532	0.814243637	0.986848563
AC025181.2	0.011058629	0.019066759	0.027881257	0.02885649	0.028950918
MTMR12	0.152222164	0.200102382	0.130785031	0.16621631	0.14557101
ZFR	0.56438321	0.61564386	0.639991413	0.612019955	0.684017802
SUB1	2.693715775	2.878993852	2.866116285	2.937602624	2.928425227
NPR3	0	0	0	0	0
AC034231.1	0	0.007014657	0.016743897	0.01672081	0.007427284
TARS	0.384800017	0.434117621	0.540628605	0.489875796	0.553860343
ADAMTS12	0	0.003646311	0.006313277	0	0.001975202
AMACR	0.0344079	0.040021819	0.070466716	0.026930633	0.056646212
C1QTNF3	0.038604285	0.010871852	0.027073507	0.007826285	0.001183
RAI14	0.089987065	0.019954726	0.018146472	0.02621836	0.027586152
AC026801.2	0	0.010467392	0.002425917	0.005147451	0.003946136
TTC23L	0	0	0	0	0
RAD1	0.245245939	0.279544871	0.201272172	0.291991879	0.270281089
BRIX1	0.408418293	0.359658316	0.307419331	0.378741138	0.382375796
DNAJC21	0.28564058	0.408163496	0.516862983	0.469353748	0.65945051
PRLR	0	0.003159206	0	0.004126077	0.006604809
SPEF2	0.127709049	0.08220802	0.083050368	0.078335597	0.078752474
AC137810.1	0	0	0	0.004094083	0
IL7R	2.242315597	2.493727907	3.171857806	1.292150143	0.418488854
CAPSL	0.027690139	0.002297459	0	0.015368107	0
UGT3A2	0	0.001525051	0.004911692	0	0.001319581
LMBRD2	0.167506898	0.169900404	0.121069463	0.167981458	0.191531019
SKP2	0.13816689	0.121970077	0.095092387	0.158239134	0.131605822
NADK2	0.064770254	0.064402233	0.085428415	0.05871549	0.026381043
RANBP3L	0	0	0	0	0
SLC1A3	0	0.005643288	0	0.022477814	0.010280462
AC008957.1	0.024425223	0.013583199	0	0.027350389	0.007935887
NIPBL	0.878314207	0.902339498	0.924808674	0.876091907	0.965717236
CPLANE1	0.089752444	0.086107638	0.08729603	0.094158693	0.108243062
NUP155	0.128234746	0.158960499	0.12830738	0.208669222	0.167115854
WDR70	0.205587761	0.202960545	0.199885652	0.195258977	0.198885201
GDNF	0	0	0	0	0
EGFLAM	0	0.001822202	0	0	0
LIFR	0.03876018	0.004675187	0.006862865	0	0
LIFR-AS1	0	0	0	0	0.001214951
OSMR-AS1	0	0	0	0.005580307	0
OSMR	0.010233345	0.006604766	0.008947807	0.011434036	0.002110999
RICTOR	0.647082913	0.507915217	0.517699274	0.588236548	0.558375694
FYB1	2.68380718	2.491814159	2.515614945	2.702100954	2.352534827
DAB2	0.21356247	0.112550316	0.07414115	0.086892345	0.018208793
LINC02104	0	0	0	0	0
TTC33	0.128401499	0.180478657	0.223751095	0.178786086	0.3200239
PTGER4	1.080007271	1.769449115	2.023345641	1.691673671	1.342797097
PRKAA1	0.421740166	0.400994026	0.415866008	0.354374626	0.354371938
RPL37	4.862956487	4.648493427	4.573023712	4.465592632	4.061926748
CARD6	0.023361101	0.03504874	0.015047815	0.015897187	0.025743595
C7	0.018260658	0.011560073	0.002025899	0.014266767	0.005043904
PLCXD3	0	0.001151408	0	0.007929727	0
OXCT1	0.327053504	0.424414064	0.435055668	0.425042799	0.532377483
C5orf51	0.215272333	0.240179615	0.177316182	0.242842847	0.221272775
FBXO4	0.136770223	0.12824292	0.140112208	0.127809081	0.200779082
GHR	0	0	0	0.002945255	0
CCDC152	0.053047387	0.074114912	0.080788837	0.12156773	0.097773242
SELENOP	0.31321124	0.138728885	0.031273292	0.131036159	0.045103375
AC008945.1	0	0	0	0	0
AC008875.1	0	0	0	0	0
AC025171.3	0.021530783	0.069082061	0.102519528	0.033982491	0.026592306
AC025171.5	0	0.009139513	0	0.014790041	0.00319717
ANXA2R	0.956995114	0.747530751	0.688958838	0.797853375	0.42996401
AC025171.2	0.073381541	0.043200016	0.055784349	0.080348149	0.06415875
AC025171.4	0	0	0	0.003878344	0.001723139
ZNF131	0.452554789	0.48028215	0.525013344	0.619333019	0.536975212
NIM1K	0	0.000332401	0	0.002591413	0.001778137
AC114947.2	0	0.000688305	0	0	0.004181081
HMGCS1	0.13616923	0.394622074	0.523336426	0.39767784	0.459466214
CCL28	0.136046539	0.101840622	0.096160298	0.127903382	0.114483708
TMEM267	0.111944611	0.067301314	0.081605403	0.077777309	0.112008036
C5orf34	0.045780065	0.046887037	0.014643039	0.074036397	0.036804317
AC114956.1	0	0.002913421	0	0.00351772	0
PAIP1	0.428723825	0.495458743	0.476978167	0.476814614	0.466063588
NNT-AS1	0.154836887	0.133002546	0.164412112	0.135779365	0.13420095
NNT	0.264049429	0.246476006	0.236578837	0.296026193	0.298876592
FGF10	0	0	0	0	0.002194731
MRPS30-DT	0	0.002030422	0	0	0
MRPS30	0.654464223	0.620889712	0.578007589	0.54473159	0.596140621
AC093297.2	0.010809557	0.005473843	0.004539321	0.010504239	0.003056052
EMB	1.553105901	1.674476683	1.882022645	1.693552959	1.386366726
PARP8	1.385605419	1.332245624	1.485481467	1.340172926	0.980730781
ITGA1	0.479135529	0.506865517	0.946878308	0.952304982	0.990053105
PELO	0.308772806	0.398764488	0.609822239	0.490219807	0.420804987
ITGA2	0.058819248	0.041224062	0.054825547	0.112807853	0.25287699
MOCS2	0.336939842	0.271367871	0.248989887	0.286693386	0.288149842
AC008966.1	0.021694021	0.009825933	0	0.017651766	0.018382903
FST	0	0.001099392	0	0.00213305	0.002599396
NDUFS4	0.460275589	0.465076238	0.446639418	0.439256981	0.569889713
ARL15	0.130780799	0.128921582	0.088231665	0.175114809	0.161681794
LINC01033	0	0	0	0	0
HSPB3	0	0	0	0	0
SNX18	0.188485251	0.229598928	0.098561419	0.24871733	0.301670827
ESM1	0.012663477	0.008915058	0	0.015819834	0.007387511
GZMK	4.936098195	4.430873193	2.787864217	3.339609155	1.351383639
GZMA	4.227816336	3.900916875	3.755420548	4.482953153	4.507156415
CDC20B	0	0.008730018	0	0	0.003520478
GPX8	0	0.001234571	0.00408462	0	0.002420841
CCNO	0	0.003259211	0	0.004537631	0.006684923
DHX29	0.691149112	0.501209279	0.419939509	0.528518281	0.499404613
MTREX	0.378701258	0.384579605	0.321582585	0.361513588	0.365142724
PLPP1	0.268966469	0.223122439	0.391981983	0.770019257	1.795011577
SLC38A9	0.209752652	0.151055014	0.131681717	0.159761686	0.129010983
IL31RA	0	0	0	0.004955686	0
IL6ST	0.464349329	0.52266498	0.473160386	0.536917281	0.462313754
AC008914.1	0	0.009828545	0.010933287	0.003371238	0.006868516
AC008892.1	0	0	0	0	0
AC016596.1	0.011560294	0.010732833	0.007739618	0.010140596	0.001477405
ANKRD55	0.009764874	0.002351793	0.003210278	0.003793968	0.002012246
AC034245.1	0	0.001272032	0	0	0.002460493
LINC01948	0	0	0	0	0
MAP3K1	0.14802309	0.171558102	0.140357132	0.179671631	0.233265235
SETD9	0.112624984	0.056686761	0.032060074	0.087819264	0.076867992
MIER3	0.039987219	0.091704709	0.08917659	0.100244422	0.11528545
AC008937.3	0	0	0	0	0.000274157
GPBP1	1.148037986	1.468070659	1.575600426	1.475062556	1.540892636
ACTBL2	0	0.000562399	0	0	0
PLK2	0.122328735	0.119584257	0.076398889	0.063596016	0.241815537
GAPT	0.009692565	0.008438511	0.007432221	0.009426335	0.002524987
PDE4D	1.013983765	1.368192348	2.001726835	1.883018773	2.254440705
AC092343.1	0	0.007583513	0.014776947	0.003003531	0.012361478
DEPDC1B	0.014692271	0.023771578	0.011064568	0.027624831	0.046673412
ELOVL7	0.01868727	0.001662959	0	0	0.002137296
AC104113.1	0	0.00079524	0	0	0
ERCC8	0.099304574	0.074925301	0.09131263	0.068094682	0.092825591
NDUFAF2	0.430687467	0.262374311	0.194082741	0.26158146	0.181225839
SMIM15	0.559353939	0.456278882	0.413757346	0.611732684	0.632821569
SMIM15-AS1	0	0	0	0	0.001436779
ZSWIM6	0.137881949	0.161750622	0.199915223	0.18601098	0.319330967
KIF2A	1.035210484	0.994266396	0.898179116	0.95404152	0.936479516
DIMT1	0.449281653	0.462686847	0.550599019	0.476809854	0.491973418
IPO11	0.162591882	0.084849158	0.059562459	0.096610168	0.081480565
LRRC70	0	0.006634711	0.006488204	0.016939225	0
RNF180	0	0	0	0.008776366	0
SREK1IP1	0.637694996	0.490742127	0.377951106	0.425199365	0.431824402
CWC27	0.330435896	0.308726399	0.268837423	0.308578361	0.359159634
ADAMTS6	0.160413747	0.098348883	0.07220372	0.099411223	0.177472744
CENPK	0.426976592	0.2920792	0.343305227	0.408312637	0.53164327
PPWD1	0.520651028	0.462570715	0.316039521	0.497809186	0.499176093
TRIM23	0.127794088	0.15488469	0.193543511	0.180178254	0.156411838
TRAPPC13	0.190055652	0.130340766	0.131161199	0.203205534	0.167822749
SHLD3	0.065459135	0.053211741	0.064466069	0.059608234	0.051569877
SGTB	0.384023938	0.428600554	0.387420158	0.305928204	0.256384035
NLN	0.016343327	0.015378006	0.020513954	0.007651122	0.00771493
AC010359.1	0	0.00075114	0	0	0
ERBIN	0.571640675	0.425094303	0.389730691	0.513049106	0.41084039
SREK1	0.69825188	0.560403262	0.513007185	0.579692931	0.611093465
MAST4	0.041842215	0.096042674	0.22650213	0.252936747	0.71471531
MAST4-AS1	0.024527663	0	0.00497995	0.005524458	0
CD180	0	0.004483121	0	0.012128781	0.001118658
AC024581.1	0	0.00130291	0	0	0
PIK3R1	1.6665295	2.294733244	2.35139309	1.556440431	1.222153821
AC010280.2	0	0.000917741	0	0.004682966	0
AC010273.2	0	0	0	0	0
SLC30A5	0.368245247	0.372304187	0.301874564	0.417370669	0.405528648
CCNB1	0.021954017	0.055249642	0.079957528	0.077855221	0.059081537
CENPH	0.076532693	0.098313103	0.071388455	0.066169818	0.186661992
MRPS36	0.931246877	0.870142094	0.880716836	0.921863297	0.953288211
CDK7	0.262422681	0.198703387	0.190669867	0.219549044	0.249141505
CCDC125	0.074333007	0.058788026	0.036995078	0.05564103	0.088366481
AK6	0.305504298	0.308479946	0.339898746	0.338651454	0.400457059
TAF9	0.701676865	0.671937371	0.783830198	0.769278128	0.829308115
RAD17	0.191147112	0.181619492	0.129421633	0.230498834	0.197946757
MARVELD2	0.029777772	0.0106464	0.002328013	0.005200353	0.001200902
OCLN	0	0.026306653	0.025688279	0.011734946	0.004935146
GTF2H2C	0.171373995	0.075309589	0.093692617	0.073508547	0.077375825
SERF1B	0	0.011325642	0.00279289	0.013210467	0.000679341
SMN2	0.067250931	0.040765396	0.028363211	0.027901483	0.04860621
AC146944.4	0	0.000910466	0	0.010928896	0.001724552
SMN1	0.009788108	0.012075224	0.027080858	0.028769301	0.037673076
NAIP	0.135834258	0.097631305	0.032963139	0.023970942	0.07600342
GTF2H2	0.084950709	0.067441117	0.027271023	0.089191199	0.093171307
BDP1	0.882405888	0.797917775	0.794031113	0.89534228	0.934222536
MCCC2	0.205760477	0.257136618	0.294494947	0.295273631	0.40935584
MAP1B	0.019405074	0.009840122	0.008771916	0.006715994	0.016463328
MRPS27	0.182360096	0.261935021	0.242149645	0.233844558	0.325155119
PTCD2	0.099083631	0.039945218	0.029106905	0.018852409	0.034685566
ZNF366	0	0.001153258	0	0	0
AC035140.1	0	0.006008011	0	0.0133441	0
TNPO1	0.410081018	0.398307431	0.367131342	0.457721168	0.450429009
AC008972.1	0	0	0	0	0
AC008972.2	0	0	0	0	0
FCHO2	0.076140752	0.04624868	0.064297173	0.038878711	0.027561313
TMEM171	0.178603872	0.108274395	0.013285942	0.004546222	0.002127311
FOXD1	0	0.008668976	0	0	0.01161579
AC099522.2	0	0.006456754	0.009830034	0.020979281	0.003832595
BTF3	3.49203738	3.4752781	3.464663609	3.472498776	3.468439934
ANKRA2	0.416881401	0.34854795	0.260403985	0.404605651	0.359752533
UTP15	0.102263307	0.089479901	0.10087559	0.082358832	0.114857479
ARHGEF28	0.024859623	0.028573928	0	0.011070501	0.026586839
ENC1	0.621805528	1.027089223	0.240842978	0.290122939	0.146831269
HEXB	0.628696432	0.636964195	0.534691379	0.693946039	0.666072218
GFM2	0.217580187	0.106882213	0.08636827	0.156457453	0.13935264
NSA2	1.356212404	1.348811759	1.366987028	1.308370564	1.192879655
FAM169A	0.068640506	0.108237211	0.075723612	0.027393659	0.026249559
AC116337.3	0	0.013343926	0	0	0
GCNT4	0.034319481	0.005715733	0.004580642	0	0
LINC01336	0	0.006614429	0	0	0
ANKRD31	0.02500072	0.011781934	0.013774975	0	0.006454917
HMGCR	0.187120362	0.212580544	0.279956269	0.221093902	0.259160478
COL4A3BP	0.446111604	0.460088594	0.416290132	0.461865308	0.555261583
POLK	0.291743018	0.240062328	0.250130543	0.250043331	0.293564539
AC010245.2	0	0.001116056	0	0	0
ANKDD1B	0.012222718	0	0	0.004504582	0.003503063
POC5	0.29886101	0.14771545	0.147892272	0.217298447	0.153629695
SV2C	0	0.003197844	0	0	0.007714406
IQGAP2	0.800430814	0.852514249	0.748466133	0.672116156	0.672506211
F2RL2	0	0.020278191	0.01484087	0.015061804	0.015326768
F2R	1.070416815	1.001204168	0.677235258	0.929816815	0.616812312
F2RL1	0.103566854	0.020936283	0.010437779	0.00245321	0.000264096
S100Z	0	0.003715379	0.002328013	0.002879825	0.00068874
CRHBP	0	0	0	0	0
AGGF1	0.398669151	0.406413573	0.40226317	0.497165519	0.489409648
ZBED3	0	0.004826234	0.017389631	0	0.003252136
ZBED3-AS1	0	0.002456956	0	0	0
PDE8B	0	0.001328221	0	0	0
WDR41	0.179963518	0.112547778	0.104772239	0.124973148	0.185907679
TBCA	1.934780608	1.609028227	1.513970124	1.569166518	1.442265262
AP3B1	0.424214013	0.503120829	0.470394507	0.542938014	0.567548858
SCAMP1-AS1	0.140248533	0.100235871	0.078422032	0.128967839	0.10519862
SCAMP1	0.420525708	0.353895751	0.194210397	0.309630654	0.303546862
LHFPL2	0.012222718	0.01893256	0.045945987	0.006554967	0.012901532
ARSB	0.062937955	0.067516755	0.092042658	0.097383444	0.162410717
DMGDH	0.017316296	0.006051013	0.007937387	0.019051848	0.02337555
BHMT2	0.008499575	0	0	0	0
JMY	0.280380458	0.508788358	0.69539548	0.637772865	0.751165192
HOMER1	0.058241828	0.018646221	0.025508317	0.003817799	0.024469071
TENT2	0.291161177	0.439168466	0.434709163	0.476831059	0.461053985
CMYA5	0	0	0	0.002985073	0.00220972
MTX3	0.236783226	0.060800072	0.05153162	0.061011778	0.154991621
THBS4	0	0	0.010037716	0	0.003570286
AC012636.1	0	0.000939356	0	0	0
SERINC5	0.141211597	0.236424773	0.393684301	0.275907279	0.329824897
ZFYVE16	0.231049954	0.159228218	0.156585079	0.194709533	0.159289117
AC008771.1	0	0.011234478	0	0.002671215	0.007720479
FAM151B	0.014729848	0.002413539	0	0	0
ANKRD34B	0	0.002223653	0	0	0.003816944
DHFR	0.133017946	0.066604668	0.02145634	0.081458112	0.223670846
MSH3	0.201199202	0.238756195	0.254078544	0.236473822	0.264935044
RASGRF2-AS1	0	0.001088977	0	0	0
RASGRF2	0.024655395	0.039803034	0.078703566	0.014835812	0.058820493
CKMT2-AS1	0.066232376	0.02636111	0.054990324	0.045636447	0.051669607
CKMT2	0	0	0	0	0
ZCCHC9	0.278682469	0.170075382	0.147798038	0.219297457	0.25951607
SSBP2	0.148329292	0.156416675	0.236837021	0.096327021	0.035198689
ATG10	0.123634906	0.111702227	0.140142558	0.110353149	0.144356609
RPS23	5.535012252	5.407938874	5.343316931	5.110079019	4.862802319
ATP6AP1L	0	0.003355475	0.004566492	0.012443803	0.003842599
TMEM167A	0.803751083	0.65440496	0.679788065	0.787854337	0.834656388
XRCC4	0.051671066	0.074488127	0.030728868	0.105910811	0.118445839
VCAN	0.051583932	0.075280249	0.041010671	0.059337787	0.037307823
EDIL3	0.022855053	0.004740747	0	0	0.007824721
AC113383.1	0	0	0	0	0
COX7C	3.182522682	2.965219757	2.875709454	2.950673222	2.7007294
RASA1	0.284596371	0.257575895	0.183457979	0.301412997	0.377156422
CCNH	1.421982928	1.874445383	1.905643719	1.621383029	1.128141299
AC018754.1	0.028274712	0.01154276	0.007589634	0.03971071	0.002516432
TMEM161B	0.156593298	0.132856501	0.166201891	0.162459785	0.185079445
TMEM161B-AS1	0.159953037	0.099876078	0.077997454	0.107194823	0.078736951
LINC00461	0	0.000480443	0	0	0
MEF2C	0.076247544	0.046241168	0.023575064	0.046024348	0.005971556
MEF2C-AS1	0	0.000761902	0	0	0
LINC02161	0	0	0	0	0
CETN3	0.133405555	0.110547136	0.079356793	0.096109336	0.115810882
MBLAC2	0.068542992	0.049178608	0.034456432	0.046024236	0.02416595
POLR3G	0.014206623	0.005090155	0.005270722	0	0.013678238
LYSMD3	0.125018371	0.301142005	0.286779717	0.315871351	0.330617979
ADGRV1	0	0.004819571	0.006003958	0.006489879	0.001238928
AC123595.1	0.021603359	0.012720298	0.029910547	0.025077956	0.014351104
LUCAT1	0.029665447	0.030461919	0.003000908	0.023322553	0.025966721
AC123595.2	0	0.000641414	0	0	0
ARRDC3	0.345213595	0.406694004	0.280150437	0.370128685	0.282585011
ARRDC3-AS1	0.019198078	0.033049482	0.027059129	0.071408628	0.046067203
NR2F1-AS1	0	0.001674806	0	0.005969847	0.000264096
NR2F1	0	0.00462404	0.019376304	0.014775565	0.009206754
FAM172A	0.519281288	0.372388971	0.251130773	0.450292925	0.384932142
POU5F2	0.01052509	0.009350824	0	0.004596108	0.010609921
AC108102.1	0	0	0	0	0
KIAA0825	0.189286744	0.125788775	0.13910067	0.159064926	0.08818736
SLF1	1.116709261	0.859924904	0.60472689	1.007850042	0.821402236
MCTP1	0.02852801	0.052293895	0.017903148	0.031929759	0.034635266
FAM81B	0	0.011419402	0	0	0
TTC37	0.33317023	0.238075714	0.291078341	0.258447401	0.205541715
ARSK	0.073511383	0.099560233	0.108267677	0.059795924	0.065807473
GPR150	0.005995517	0.006346036	0.012986034	0.004094083	0
RFESD	0.037790592	0.027928034	0.008746773	0.04790858	0.026938326
SPATA9	0	0	0	0	0
AC008840.1	0	0	0	0	0
RHOBTB3	0	0.035915558	0.021833155	0.029977607	0.016666565
GLRX	0.620617553	0.698685865	0.74130679	0.78847525	0.818239599
LINC01554	0	0	0	0	0
ELL2	0.203990281	0.513192449	0.715411005	0.412153722	0.321619959
AC104123.1	0	0	0	0	0
MIR583HG	0	0	0	0	0
AC099509.1	0	0.000843847	0.008624767	0	0
PCSK1	0	0	0	0	0
